Report Month,Department,Avg Telework Days/Week
2022-09,7760 - Department of General Services,1.75
2022-09,7870 - California Victim Compensation Board,3.69
2022-09,7910 - Office of Administrative Law,2.93
2022-09,7920 - State Teachers' Retirement System,2.78
2022-09,8120 - Commission on Peace Officer Standards and Training,1.97
2022-09,8140 - State Public Defender,3.51
2022-09,8560 - California Exposition and State Fair,0
2022-09,8570 - Department of Food and Agriculture,2.41
2022-09,8620 - Fair Political Practices Commission,4.41
2022-09,8660 - Public Utilities Commission,4.41
2022-09,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",4.5
2022-09,8825 - Commission on Asian and Pacific Islander American Affairs,5
2022-09,"8830 - Law Revision Commission, California",5
2022-09,8860 - Department of Finance,2.99
2022-09,8880 - Financial Information System for California,4.85
2022-09,"8885 - States Mandates, Commission on",4.12
2022-09,8940 - Military Department,0.85
2022-09,8955 - Department of Veterans Affairs,0.5
2022-09,A059 - California Correctional Health Care Services,0.61
2022-09,A314 - California Science Center,0.63
2022-09,A341 - California Earthquake Authority,4.74
2022-09,A424 - Cradle-to-Career,4.11
2022-09,A541 - Board of Forestry and Fire Protection,1.81
2022-10,0500 - Governor's Office,2.51
2022-10,0509 - Governor's Office of Business and Economic Development (GO-Biz),4.41
2022-10,0511 - Secretary for Government Operations Agency,3.88
2022-10,"0515 - Secretary for Business, Consumer Services, and Housing Agency",4.13
2022-10,0521 - Secretary for Transportation Agency,2.88
2022-10,0531 - Office of Systems Integration,4.8
2022-10,0540 - Secretary of the Natural Resources Agency,4.46
2022-10,0552 - Office of the Inspector General,4.26
2022-10,0555 - Secretary for Environmental Protection,3.15
2022-10,0559 - Secretary for Labor and Workforce Development Agency,2.38
2022-10,0650 - Office of Planning and Research,4.34
2022-10,0690 - Governor's Office of Emergency Services,2.13
2022-10,0820 - Department of Justice,3.17
2022-10,0840 - State Controller,3.49
2022-10,0845 - Department of Insurance,3.22
2022-10,0855 - California Gambling Control Commission,4.4
2022-10,0860 - State Board of Equalization,3.19
2022-10,0890 - Secretary of State,3.13
2022-10,0911 - Citizens Redistricting Commission,5
2022-10,1045 - Cannabis Control Appeals Panel,3.88
2022-10,1111 - Department of Consumer Affairs,2.47
2022-10,1115 - Department of Cannabis Control,2.96
2022-10,1700 - California Civil Rights Department,4.56
2022-10,1701 - Department of Financial Protection and Innovation,4.33
2022-10,1703 - California Privacy Protection Agency,4.75
2022-10,1750 - California Horse Racing Board,1.82
2022-10,2100 - Department of Alcoholic Beverage Control,1.73
2022-10,2120 - Alcoholic Beverage Control Appeals Board,3.67
2022-10,2240 - Department of Housing and Community Development,3.88
2022-10,2320 - Department of Real Estate,3.26
2022-10,2600 - California Transportation Commission,4.22
2022-10,2660 - Department of Transportation,2.09
2022-10,2665 - High-Speed Rail Authority,3.83
2022-10,2700 - California Traffic Safety Program,3.94
2022-10,2720 - California Highway Patrol,0.12
2022-10,2740 - Department of Motor Vehicles,0.64
2022-10,3100 - Exposition Park,0.54
2022-10,3105 - California African-American Museum,0.51
2022-10,3125 - California Tahoe Conservancy,3.2
2022-10,3340 - California Conservation Corps,0.89
2022-10,3355 - Office of Energy Infrastructure Safety,4.12
2022-10,3360 - Energy Resources Conservation and Development Commission,4.72
2022-10,3480 - Department of Conservation,4.05
2022-10,3540 - Department of Forestry and Fire Protection,0.21
2022-10,3560 - State Lands Commission,3.24
2022-10,3600 - Department of Fish and Wildlife,1.93
2022-10,3640 - Wildlife Conservation Board,3.72
2022-10,3720 - California Coastal Commission,3.78
2022-10,3760 - State Coastal Conservancy,4.6
2022-10,3780 - Native American Heritage Commission,4.63
2022-10,3790 - Department of Parks and Recreation,1.06
2022-10,3810 - Santa Monica Mountains Conservancy,5
2022-10,3820 - San Francisco Bay Conservation and Development Commission,3.96
2022-10,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,3.9
2022-10,3830 - San Joaquin River Conservancy,4.67
2022-10,3835 - Baldwin Hills Conservancy,4
2022-10,3840 - Delta Protection Commission,2.92
2022-10,3845 - San Diego River Conservancy,0
2022-10,3850 - Coachella Valley Mountains Conservancy,1.75
2022-10,3855 - Sierra Nevada Conservancy,3.83
2022-10,3860 - Department of Water Resources,1.94
2022-10,3862 - Central Valley Flood Protection Board,3.45
2022-10,3875 - Sacramento-San Joaquin Delta Conservancy,3.92
2022-10,3885 - Delta Stewardship Council,4.54
2022-10,3930 - Department of Pesticide Regulation,4.01
2022-10,3940 - State Water Resources Control Board,3.8
2022-10,3960 - Department of Toxic Substances Control,3.92
2022-10,3970 - Department of Resources Recycling and Recovery,4.46
2022-10,3980 - Office of Environmental Health Hazard Assessment,4.76
2022-10,4100 - State Council on Developmental Disabilities,3.56
2022-10,4140 - Department of Health Care Access and Information,3
2022-10,4150 - Department of Managed Health Care,4.86
2022-10,4170 - Department of Aging,4.49
2022-10,4250 - California Children and Families Commission,3
2022-10,4260 - State Department of Health Care Services,3.74
2022-10,4265 - Department of Public Health,3.08
2022-10,4300 - Department of Developmental Services,1.15
2022-10,4440 - Department of State Hospitals,0.36
2022-10,4560 - Mental Health Services Oversight and Accountability Commission,2.88
2022-10,4700 - Department of Community Services and Development,4.74
2022-10,4800 - California Health Benefit Exchange,4.67
2022-10,5160 - Department of Rehabilitation,2.59
2022-10,5170 - State Independent Living Council,5
2022-10,5175 - Department of Child Support Services,4.56
2022-10,5180 - Department of Social Services,3.11
2022-10,5225 - Department of Corrections and Rehabilitation,0.37
2022-10,5227 - Board of State and Community Corrections,3.59
2022-10,5420 - Prison Industry Authority,0.6
2022-10,6120 - California State Library,3.21
2022-10,6125 - Education Audit Appeals Panel,3.67
2022-10,6240 - California School for the Deaf - Fremont,0.06
2022-10,6250 - California School for the Deaf - Riverside,0.08
2022-10,6360 - Commission on Teacher Credentialing,3.17
2022-10,6870 - Board of Governors of the California Community Colleges,4.9
2022-10,"6980 - Student Aid Commission, California",4.43
2022-10,7100 - Employment Development Department,4.32
2022-10,7120 - California Workforce Development Board,4.99
2022-10,7300 - Agricultural Labor Relations Board,2.83
2022-10,7320 - Public Employment Relations Board,2.92
2022-10,7350 - Department of Industrial Relations,1.54
2022-10,7501 - Department of Human Resources,4.05
2022-10,7502 - California Department of Technology,4.43
2022-10,7503 - State Personnel Board,4.44
2022-10,7504 - Office of Data and Innovation,5
2022-10,7600 - California Department of Tax and Fee Administration,4.46
2022-10,7730 - Franchise Tax Board,2.29
2022-10,7760 - Department of General Services,1.78
2022-10,7870 - California Victim Compensation Board,3.69
2022-10,7910 - Office of Administrative Law,2.93
2022-10,7920 - State Teachers' Retirement System,2.81
2022-10,8120 - Commission on Peace Officer Standards and Training,1.98
2022-10,8140 - State Public Defender,3.5
2022-10,8560 - California Exposition and State Fair,0
2022-10,8570 - Department of Food and Agriculture,2.33
2022-10,8620 - Fair Political Practices Commission,4.43
2022-10,8660 - Public Utilities Commission,4.4
2022-10,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",4.5
2022-10,8825 - Commission on Asian and Pacific Islander American Affairs,5
2022-10,"8830 - Law Revision Commission, California",5
2022-10,8860 - Department of Finance,3
2022-10,8880 - Financial Information System for California,4.81
2022-10,"8885 - States Mandates, Commission on",3.58
2022-10,8940 - Military Department,0.87
2022-10,8955 - Department of Veterans Affairs,0.5
2022-10,A059 - California Correctional Health Care Services,0.61
2022-10,A279 - Unemployment Insurance Appeals Board,2
2022-10,A281 - Employment Training Panel,3.51
2022-10,A314 - California Science Center,0.62
2022-10,A341 - California Earthquake Authority,4.72
2022-10,A424 - Cradle-to-Career,4
2022-10,A541 - Board of Forestry and Fire Protection,1.81
2022-11,0500 - Governor's Office,2.49
2022-11,0509 - Governor's Office of Business and Economic Development (GO-Biz),4.4
2022-11,0511 - Secretary for Government Operations Agency,3.88
2022-11,"0515 - Secretary for Business, Consumer Services, and Housing Agency",4.07
2022-11,0521 - Secretary for Transportation Agency,2.88
2022-11,0531 - Office of Systems Integration,4.79
2022-11,0540 - Secretary of the Natural Resources Agency,4.35
2022-11,0552 - Office of the Inspector General,4.27
2022-11,0555 - Secretary for Environmental Protection,3.15
2022-11,0559 - Secretary for Labor and Workforce Development Agency,2.46
2022-11,0690 - Governor's Office of Emergency Services,1.53
2022-11,0820 - Department of Justice,3.22
2022-11,0840 - State Controller,3.51
2022-11,0845 - Department of Insurance,3.26
2022-11,0855 - California Gambling Control Commission,4.4
2022-11,0860 - State Board of Equalization,3.18
2022-11,0890 - Secretary of State,3.17
2022-11,0911 - Citizens Redistricting Commission,4.38
2022-11,1045 - Cannabis Control Appeals Panel,3.88
2022-11,1111 - Department of Consumer Affairs,2.47
2022-11,1115 - Department of Cannabis Control,2.95
2022-11,1700 - California Civil Rights Department,4.56
2022-11,1701 - Department of Financial Protection and Innovation,4.32
2022-11,1703 - California Privacy Protection Agency,4.9
2022-11,1750 - California Horse Racing Board,1.82
2022-11,2100 - Department of Alcoholic Beverage Control,1.6
2022-11,2120 - Alcoholic Beverage Control Appeals Board,3.67
2022-11,2240 - Department of Housing and Community Development,3.9
2022-11,2320 - Department of Real Estate,3.26
2022-11,2600 - California Transportation Commission,4.16
2022-11,2660 - Department of Transportation,2.09
2022-11,2665 - High-Speed Rail Authority,3.84
2022-11,2700 - California Traffic Safety Program,3.94
2022-11,2720 - California Highway Patrol,0.12
2022-11,2740 - Department of Motor Vehicles,0.75
2022-11,3100 - Exposition Park,0.54
2022-11,3105 - California African-American Museum,0.51
2022-11,3125 - California Tahoe Conservancy,3.2
2022-11,3340 - California Conservation Corps,0.9
2022-11,3355 - Office of Energy Infrastructure Safety,4.12
2022-11,3360 - Energy Resources Conservation and Development Commission,4.7
2022-11,3480 - Department of Conservation,4.05
2022-11,3540 - Department of Forestry and Fire Protection,0.21
2022-11,3560 - State Lands Commission,3.26
2022-11,3600 - Department of Fish and Wildlife,1.89
2022-11,3640 - Wildlife Conservation Board,3.41
2022-11,3720 - California Coastal Commission,3.78
2022-11,3760 - State Coastal Conservancy,4.59
2022-11,3780 - Native American Heritage Commission,4.63
2022-11,3790 - Department of Parks and Recreation,1
2022-11,3810 - Santa Monica Mountains Conservancy,5
2022-11,3820 - San Francisco Bay Conservation and Development Commission,3.96
2022-11,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,3.5
2022-11,3830 - San Joaquin River Conservancy,4.67
2022-11,3835 - Baldwin Hills Conservancy,4
2022-11,3840 - Delta Protection Commission,2.93
2022-11,3845 - San Diego River Conservancy,0
2022-11,3850 - Coachella Valley Mountains Conservancy,1.75
2022-11,3855 - Sierra Nevada Conservancy,3.91
2022-11,3860 - Department of Water Resources,1.92
2022-11,3862 - Central Valley Flood Protection Board,3.36
2022-11,3875 - Sacramento-San Joaquin Delta Conservancy,4.07
2022-11,3885 - Delta Stewardship Council,4.55
2022-11,3930 - Department of Pesticide Regulation,4
2022-11,3940 - State Water Resources Control Board,3.81
2022-11,3960 - Department of Toxic Substances Control,3.37
2022-11,3970 - Department of Resources Recycling and Recovery,4.47
2022-11,3980 - Office of Environmental Health Hazard Assessment,4.76
2022-11,4100 - State Council on Developmental Disabilities,3.56
2022-11,4140 - Department of Health Care Access and Information,3.04
2022-11,4150 - Department of Managed Health Care,4.87
2022-11,4170 - Department of Aging,4.52
2022-11,4250 - California Children and Families Commission,3.03
2022-11,4260 - State Department of Health Care Services,3.76
2022-11,4265 - Department of Public Health,3.08
2022-11,4300 - Department of Developmental Services,1.16
2022-11,4440 - Department of State Hospitals,0.34
2022-11,4560 - Mental Health Services Oversight and Accountability Commission,2.88
2022-11,4700 - Department of Community Services and Development,4.74
2022-11,4800 - California Health Benefit Exchange,4.66
2022-11,5160 - Department of Rehabilitation,2.56
2022-11,5170 - State Independent Living Council,5
2022-11,5175 - Department of Child Support Services,4.56
2022-11,5180 - Department of Social Services,3.11
