Report Month,Org Code,Department,All reported employees,Telework eligible employees,Telework eligible / All reported,Remote centered employees,Remote centered / All reported,Remote centered / Telework eligible,Office centered employees,Office centered / All reported,Office centered / Telework eligible,Teleworker (remote + office),Teleworker / All reported,Teleworker / Telework eligible,Not teleworking employees from eligible,Not teleworking / All reported,Not teleworking / Telework eligible,Not teleworking + Not eligible,Not teleworking + Not eligible / All reported,Telework days % from eligible
2022-02,1045,Cannabis Control Appeals Panel,8,8,100.00%,6,75.00%,75.00%,2,25.00%,25.00%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2022-02,3862,Central Valley Flood Protection Board,51,51,100.00%,51,100.00%,100.00%,0,0.00%,0.00%,51,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,95.70%
2022-02,3850,Coachella Valley Mountains Conservancy,4,4,100.00%,2,50.00%,50.00%,2,50.00%,50.00%,4,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,46.20%
2022-02,8120,Commission on Peace Officer Standards and Training,127,127,100.00%,6,4.70%,4.70%,119,93.70%,93.70%,125,98.40%,98.40%,2,1.60%,1.60%,2,1.60%,21.80%
2022-02,6360,Commission on Teacher Credentialing,155,141,91.00%,134,86.50%,95.00%,7,4.50%,5.00%,141,91.00%,100.00%,0,0.00%,0.00%,14,9.00%,87.00%
2022-02,A424,Cradle-to-Career,6,6,100.00%,6,100.00%,100.00%,0,0.00%,0.00%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2022-02,3840,Delta Protection Commission,8,7,87.50%,4,50.00%,57.10%,1,12.50%,14.30%,5,62.50%,71.40%,2,25.00%,28.60%,3,37.50%,55.70%
2022-02,3885,Delta Stewardship Council,55,55,100.00%,54,98.20%,98.20%,1,1.80%,1.80%,55,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,87.00%
2022-02,4170,Department of Aging,191,191,100.00%,190,99.50%,99.50%,0,0.00%,0.00%,190,99.50%,99.50%,1,0.50%,0.50%,1,0.50%,98.00%
2022-02,2100,Department of Alcoholic Beverage Control,482,454,94.20%,290,60.20%,63.90%,124,25.70%,27.30%,414,85.90%,91.20%,40,8.30%,8.80%,68,14.10%,52.00%
2022-02,1115,Department of Cannabis Control,403,396,98.30%,314,77.90%,79.30%,68,16.90%,17.20%,382,94.80%,96.50%,14,3.50%,3.50%,21,5.20%,78.70%
2022-02,5175,Department of Child Support Services,589,589,100.00%,564,95.80%,95.80%,25,4.20%,4.20%,589,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,95.50%
2022-02,4700,Department of Community Services and Development,109,106,97.20%,106,97.20%,100.00%,0,0.00%,0.00%,106,97.20%,100.00%,0,0.00%,0.00%,3,2.80%,100.00%
2022-02,3480,Department of Conservation,619,619,100.00%,503,81.30%,81.30%,83,13.40%,13.40%,586,94.70%,94.70%,33,5.30%,5.30%,33,5.30%,77.40%
2022-02,1111,Department of Consumer Affairs,3100,2485,80.20%,1627,52.50%,65.50%,579,18.70%,23.30%,2206,71.20%,88.80%,279,9.00%,11.20%,894,28.80%,60.50%
2022-02,5225,Department of Corrections and Rehabilitation,41564,4472,10.80%,2370,5.70%,53.00%,802,1.90%,17.90%,3172,7.60%,70.90%,1300,3.10%,29.10%,38392,92.40%,53.50%
2022-02,4300,Department of Developmental Services,2185,558,25.50%,534,24.40%,95.70%,23,1.10%,4.10%,557,25.50%,99.80%,1,0.00%,0.20%,1628,74.50%,91.10%
2022-02,8860,Department of Finance,381,380,99.70%,380,99.70%,100.00%,0,0.00%,0.00%,380,99.70%,100.00%,0,0.00%,0.00%,1,0.30%,86.90%
2022-02,1701,Department of Financial Protection and Innovation,684,678,99.10%,636,93.00%,93.80%,35,5.10%,5.20%,671,98.10%,99.00%,7,1.00%,1.00%,13,1.90%,92.90%
2022-02,3600,Department of Fish and Wildlife,2999,1844,61.50%,1327,44.20%,72.00%,99,3.30%,5.40%,1426,47.50%,77.30%,418,13.90%,22.70%,1573,52.50%,71.00%
2022-02,8570,Department of Food and Agriculture,1484,1005,67.70%,697,47.00%,69.40%,135,9.10%,13.40%,832,56.10%,82.80%,173,11.70%,17.20%,652,43.90%,66.90%
2022-02,3540,Department of Forestry and Fire Protection,6831,227,3.30%,172,2.50%,75.80%,51,0.70%,22.50%,223,3.30%,98.20%,4,0.10%,1.80%,6608,96.70%,70.30%
2022-02,7760,Department of General Services,3479,1945,55.90%,1408,40.50%,72.40%,154,4.40%,7.90%,1562,44.90%,80.30%,383,11.00%,19.70%,1917,55.10%,71.00%
2022-02,4140,Department of Health Care Access and Information,453,448,98.90%,407,89.80%,90.80%,31,6.80%,6.90%,438,96.70%,97.80%,10,2.20%,2.20%,15,3.30%,91.30%
2022-02,2240,Department of Housing and Community Development,915,905,98.90%,729,79.70%,80.60%,90,9.80%,9.90%,819,89.50%,90.50%,86,9.40%,9.50%,96,10.50%,79.30%
2022-02,7501,Department of Human Resources,317,294,92.70%,273,86.10%,92.90%,16,5.00%,5.40%,289,91.20%,98.30%,5,1.60%,1.70%,28,8.80%,85.50%
2022-02,820,Department of Justice,4095,3877,94.70%,2846,69.50%,73.40%,672,16.40%,17.30%,3518,85.90%,90.70%,359,8.80%,9.30%,577,14.10%,70.20%
2022-02,4150,Department of Managed Health Care,526,476,90.50%,476,90.50%,100.00%,0,0.00%,0.00%,476,90.50%,100.00%,0,0.00%,0.00%,50,9.50%,100.00%
2022-02,3790,Department of Parks and Recreation,5694,1111,19.50%,737,12.90%,66.30%,210,3.70%,18.90%,947,16.60%,85.20%,164,2.90%,14.80%,4747,83.40%,63.20%
2022-02,3930,Department of Pesticide Regulation,427,420,98.40%,397,93.00%,94.50%,19,4.40%,4.50%,416,97.40%,99.00%,4,0.90%,1.00%,11,2.60%,88.00%
2022-02,4265,Department of Public Health,3938,3938,100.00%,2784,70.70%,70.70%,28,0.70%,0.70%,2812,71.40%,71.40%,1126,28.60%,28.60%,1126,28.60%,69.00%
2022-02,2320,Department of Real Estate,338,328,97.00%,282,83.40%,86.00%,40,11.80%,12.20%,322,95.30%,98.20%,6,1.80%,1.80%,16,4.70%,65.30%
2022-02,5160,Department of Rehabilitation,1835,1687,91.90%,1130,61.60%,67.00%,455,24.80%,27.00%,1585,86.40%,94.00%,102,5.60%,6.00%,250,13.60%,60.30%
2022-02,3970,Department of Resources Recycling and Recovery,755,742,98.30%,665,88.10%,89.60%,35,4.60%,4.70%,700,92.70%,94.30%,42,5.60%,5.70%,55,7.30%,86.00%
2022-02,5180,Department of Social Services,5182,5151,99.40%,3394,65.50%,65.90%,1757,33.90%,34.10%,5151,99.40%,100.00%,0,0.00%,0.00%,31,0.60%,71.60%
2022-02,4440,Department of State Hospitals,11622,1088,9.40%,695,6.00%,63.90%,310,2.70%,28.50%,1005,8.60%,92.40%,83,0.70%,7.60%,10617,91.40%,63.50%
2022-02,3960,Department of Toxic Substances Control,1007,1007,100.00%,761,75.60%,75.60%,86,8.50%,8.50%,847,84.10%,84.10%,160,15.90%,15.90%,160,15.90%,69.20%
2022-02,8955,Department of Veterans Affairs,2828,432,15.30%,347,12.30%,80.30%,71,2.50%,16.40%,418,14.80%,96.80%,14,0.50%,3.20%,2410,85.20%,73.50%
2022-02,3860,Department of Water Resources,3420,2252,65.80%,1723,50.40%,76.50%,514,15.00%,22.80%,2237,65.40%,99.30%,15,0.40%,0.70%,1183,34.60%,70.60%
2022-02,6125,Education Audit Appeals Panel,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,73.30%
2022-02,7100,Employment Development Department,9413,8602,91.40%,8006,85.10%,93.10%,498,5.30%,5.80%,8504,90.30%,98.90%,98,1.00%,1.10%,909,9.70%,92.00%
2022-02,3360,Energy Resources Conservation and Development Commission,636,634,99.70%,620,97.50%,97.80%,13,2.00%,2.10%,633,99.50%,99.80%,1,0.20%,0.20%,3,0.50%,96.70%
2022-02,8620,Fair Political Practices Commission,83,82,98.80%,81,97.60%,98.80%,0,0.00%,0.00%,81,97.60%,98.80%,1,1.20%,1.20%,2,2.40%,98.80%
2022-02,8880,Financial Information System for California,292,292,100.00%,291,99.70%,99.70%,1,0.30%,0.30%,292,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,98.30%
2022-02,7730,Franchise Tax Board,6029,5059,83.90%,3421,56.70%,67.60%,124,2.10%,2.50%,3545,58.80%,70.10%,1514,25.10%,29.90%,2484,41.20%,66.30%
2022-02,500,Governor's Office,118,118,100.00%,80,67.80%,67.80%,24,20.30%,20.30%,104,88.10%,88.10%,14,11.90%,11.90%,14,11.90%,66.20%
2022-02,509,Governor's Office of Business and Economic Development (GO-Biz),135,121,89.60%,109,80.70%,90.10%,10,7.40%,8.30%,119,88.10%,98.30%,2,1.50%,1.70%,16,11.90%,88.60%
2022-02,690,Governor's Office of Emergency Services,1366,1034,75.70%,743,54.40%,71.90%,163,11.90%,15.80%,906,66.30%,87.60%,128,9.40%,12.40%,460,33.70%,66.40%
2022-02,2665,High-Speed Rail Authority,311,290,93.20%,247,79.40%,85.20%,35,11.30%,12.10%,282,90.70%,97.20%,8,2.60%,2.80%,29,9.30%,82.30%
2022-02,8830,"Law Revision Commission, California",7,7,100.00%,7,100.00%,100.00%,0,0.00%,0.00%,7,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-02,8940,Military Department,283,72,25.40%,51,18.00%,70.80%,19,6.70%,26.40%,70,24.70%,97.20%,2,0.70%,2.80%,213,75.30%,58.90%
2022-02,8780,"Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",7,7,100.00%,7,100.00%,100.00%,0,0.00%,0.00%,7,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-02,3780,Native American Heritage Commission,8,8,100.00%,7,87.50%,87.50%,1,12.50%,12.50%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,92.50%
2022-02,7910,Office of Administrative Law,23,21,91.30%,13,56.50%,61.90%,8,34.80%,38.10%,21,91.30%,100.00%,0,0.00%,0.00%,2,8.70%,58.10%
2022-02,7504,Office of Data and Innovation,18,18,100.00%,18,100.00%,100.00%,0,0.00%,0.00%,18,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-02,3355,Office of Energy Infrastructure Safety,47,46,97.90%,45,95.70%,97.80%,0,0.00%,0.00%,45,95.70%,97.80%,1,2.10%,2.20%,2,4.30%,97.80%
2022-02,650,Office of Planning and Research,123,121,98.40%,108,87.80%,89.30%,13,10.60%,10.70%,121,98.40%,100.00%,0,0.00%,0.00%,2,1.60%,88.60%
2022-02,531,Office of Systems Integration,336,336,100.00%,330,98.20%,98.20%,6,1.80%,1.80%,336,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,96.90%
2022-02,552,Office of the Inspector General,131,131,100.00%,126,96.20%,96.20%,0,0.00%,0.00%,126,96.20%,96.20%,5,3.80%,3.80%,5,3.80%,92.80%
2022-02,5420,Prison Industry Authority,1026,246,24.00%,185,18.00%,75.20%,54,5.30%,22.00%,239,23.30%,97.20%,7,0.70%,2.80%,787,76.70%,62.00%
2022-02,7320,Public Employment Relations Board,72,72,100.00%,64,88.90%,88.90%,7,9.70%,9.70%,71,98.60%,98.60%,1,1.40%,1.40%,1,1.40%,75.80%
2022-02,8660,Public Utilities Commission,1265,1265,100.00%,1205,95.30%,95.30%,59,4.70%,4.70%,1264,99.90%,99.90%,1,0.10%,0.10%,1,0.10%,90.30%
2022-02,3875,Sacramento-San Joaquin Delta Conservancy,11,11,100.00%,11,100.00%,100.00%,0,0.00%,0.00%,11,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-02,3845,San Diego River Conservancy,3,3,100.00%,0,0.00%,0.00%,0,0.00%,0.00%,0,0.00%,0.00%,3,100.00%,100.00%,3,100.00%,0.00%
2022-02,3820,San Francisco Bay Conservation and Development Commission,48,48,100.00%,48,100.00%,100.00%,0,0.00%,0.00%,48,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-02,3825,San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,9,9,100.00%,9,100.00%,100.00%,0,0.00%,0.00%,9,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,77.80%
2022-02,3830,San Joaquin River Conservancy,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,93.30%
2022-02,3810,Santa Monica Mountains Conservancy,7,7,100.00%,7,100.00%,100.00%,0,0.00%,0.00%,7,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-02,515,"Secretary for Business, Consumer Services, and Housing Agency",54,54,100.00%,50,92.60%,92.60%,2,3.70%,3.70%,52,96.30%,96.30%,2,3.70%,3.70%,2,3.70%,87.80%
2022-02,555,Secretary for Environmental Protection,80,71,88.80%,66,82.50%,93.00%,0,0.00%,0.00%,66,82.50%,93.00%,5,6.30%,7.00%,14,17.50%,90.40%
2022-02,511,Secretary for Government Operations Agency,30,30,100.00%,30,100.00%,100.00%,0,0.00%,0.00%,30,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,93.30%
2022-02,559,Secretary for Labor and Workforce Development Agency,31,28,90.30%,14,45.20%,50.00%,10,32.30%,35.70%,24,77.40%,85.70%,4,12.90%,14.30%,7,22.60%,50.00%
2022-02,521,Secretary for Transportation Agency,22,22,100.00%,19,86.40%,86.40%,2,9.10%,9.10%,21,95.50%,95.50%,1,4.50%,4.50%,1,4.50%,72.70%
2022-02,890,Secretary of State,563,563,100.00%,493,87.60%,87.60%,62,11.00%,11.00%,555,98.60%,98.60%,8,1.40%,1.40%,8,1.40%,63.30%
2022-02,540,Secretary of the Natural Resources Agency,85,85,100.00%,77,90.60%,90.60%,8,9.40%,9.40%,85,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,94.30%
2022-02,3855,Sierra Nevada Conservancy,39,39,100.00%,35,89.70%,89.70%,4,10.30%,10.30%,39,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,86.10%
2022-02,3900,State Air Resources Board,1577,1576,99.90%,1401,88.80%,88.90%,152,9.60%,9.60%,1553,98.50%,98.50%,23,1.50%,1.50%,24,1.50%,83.70%
2022-02,860,State Board of Equalization,160,160,100.00%,160,100.00%,100.00%,0,0.00%,0.00%,160,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-02,3760,State Coastal Conservancy,57,56,98.20%,52,91.20%,92.90%,4,7.00%,7.10%,56,98.20%,100.00%,0,0.00%,0.00%,1,1.80%,90.00%
2022-02,4100,State Council on Developmental Disabilities,66,66,100.00%,49,74.20%,74.20%,12,18.20%,18.20%,61,92.40%,92.40%,5,7.60%,7.60%,5,7.60%,70.00%
2022-02,4260,State Department of Health Care Services,3874,3839,99.10%,2559,66.10%,66.70%,297,7.70%,7.70%,2856,73.70%,74.40%,983,25.40%,25.60%,1018,26.30%,62.80%
2022-02,3560,State Lands Commission,201,169,84.10%,157,78.10%,92.90%,10,5.00%,5.90%,167,83.10%,98.80%,2,1.00%,1.20%,34,16.90%,86.60%
2022-02,7503,State Personnel Board,76,75,98.70%,73,96.10%,97.30%,1,1.30%,1.30%,74,97.40%,98.70%,1,1.30%,1.30%,2,2.60%,92.50%
2022-02,8140,State Public Defender,82,82,100.00%,57,69.50%,69.50%,15,18.30%,18.30%,72,87.80%,87.80%,10,12.20%,12.20%,10,12.20%,72.20%
2022-02,7920,State Teachers' Retirement System,1284,1282,99.80%,1282,99.80%,100.00%,0,0.00%,0.00%,1282,99.80%,100.00%,0,0.00%,0.00%,2,0.20%,100.00%
2022-02,3940,State Water Resources Control Board,2387,2387,100.00%,2005,84.00%,84.00%,101,4.20%,4.20%,2106,88.20%,88.20%,281,11.80%,11.80%,281,11.80%,83.50%
2022-02,8885,"States Mandates, Commission on",12,11,91.70%,10,83.30%,90.90%,1,8.30%,9.10%,11,91.70%,100.00%,0,0.00%,0.00%,1,8.30%,87.30%
2022-02,6980,"Student Aid Commission, California",138,138,100.00%,138,100.00%,100.00%,0,0.00%,0.00%,138,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-02,3640,Wildlife Conservation Board,34,33,97.10%,27,79.40%,81.80%,1,2.90%,3.00%,28,82.40%,84.80%,5,14.70%,15.20%,6,17.60%,81.00%
2022-03,7300,Agricultural Labor Relations Board,62,62,100.00%,51,82.30%,82.30%,5,8.10%,8.10%,56,90.30%,90.30%,6,9.70%,9.70%,6,9.70%,62.10%
2022-03,2120,Alcoholic Beverage Control Appeals Board,6,6,100.00%,5,83.30%,83.30%,1,16.70%,16.70%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,78.60%
2022-03,3835,Baldwin Hills Conservancy,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,86.70%
2022-03,A541,Board of Forestry and Fire Protection,11,0,0.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,11,100.00%,0.00%
2022-03,6870,Board of Governors of the California Community Colleges,166,166,100.00%,166,100.00%,100.00%,0,0.00%,0.00%,166,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-03,5227,Board of State and Community Corrections,110,110,100.00%,109,99.10%,99.10%,1,0.90%,0.90%,110,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,99.30%
2022-03,3105,California African-American Museum,35,18,51.40%,18,51.40%,100.00%,0,0.00%,0.00%,18,51.40%,100.00%,0,0.00%,0.00%,17,48.60%,100.00%
2022-03,4250,California Children and Families Commission,36,36,100.00%,36,100.00%,100.00%,0,0.00%,0.00%,36,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,63.60%
2022-03,1700,California Civil Rights Department,262,262,100.00%,252,96.20%,96.20%,5,1.90%,1.90%,257,98.10%,98.10%,5,1.90%,1.90%,5,1.90%,91.20%
2022-03,3720,California Coastal Commission,178,178,100.00%,178,100.00%,100.00%,0,0.00%,0.00%,178,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2022-03,3340,California Conservation Corps,527,152,28.80%,102,19.40%,67.10%,49,9.30%,32.20%,151,28.70%,99.30%,1,0.20%,0.70%,376,71.30%,67.60%
2022-03,A059,California Correctional Health Care Services,14396,1635,11.40%,1239,8.60%,75.80%,396,2.80%,24.20%,1635,11.40%,100.00%,0,0.00%,0.00%,12761,88.60%,71.90%
2022-03,7600,California Department of Tax and Fee Administration,3624,3595,99.20%,3461,95.50%,96.30%,109,3.00%,3.00%,3570,98.50%,99.30%,25,0.70%,0.70%,54,1.50%,91.40%
2022-03,7502,California Department of Technology,916,914,99.80%,817,89.20%,89.40%,14,1.50%,1.50%,831,90.70%,90.90%,83,9.10%,9.10%,85,9.30%,88.90%
2022-03,A341,California Earthquake Authority,80,80,100.00%,77,96.30%,96.30%,2,2.50%,2.50%,79,98.80%,98.80%,1,1.30%,1.30%,1,1.30%,94.30%
2022-03,8560,California Exposition and State Fair,125,2,1.60%,1,0.80%,50.00%,1,0.80%,50.00%,2,1.60%,100.00%,0,0.00%,0.00%,123,98.40%,60.00%
2022-03,855,California Gambling Control Commission,39,39,100.00%,38,97.40%,97.40%,1,2.60%,2.60%,39,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,91.40%
2022-03,4800,California Health Benefit Exchange,1352,1352,100.00%,1264,93.50%,93.50%,38,2.80%,2.80%,1302,96.30%,96.30%,50,3.70%,3.70%,50,3.70%,92.20%
2022-03,2720,California Highway Patrol,9829,1490,15.20%,150,1.50%,10.10%,326,3.30%,21.90%,476,4.80%,31.90%,1014,10.30%,68.10%,9353,95.20%,16.80%
2022-03,1750,California Horse Racing Board,54,29,53.70%,23,42.60%,79.30%,5,9.30%,17.20%,28,51.90%,96.60%,1,1.90%,3.40%,26,48.10%,71.10%
2022-03,1703,California Privacy Protection Agency,6,6,100.00%,5,83.30%,83.30%,0,0.00%,0.00%,5,83.30%,83.30%,1,16.70%,16.70%,1,16.70%,86.20%
2022-03,6250,California School for the Deaf - Riverside,327,19,5.80%,3,0.90%,15.80%,10,3.10%,52.60%,13,4.00%,68.40%,6,1.80%,31.60%,314,96.00%,32.80%
2022-03,A314,California Science Center,101,32,31.70%,2,2.00%,6.30%,27,26.70%,84.40%,29,28.70%,90.60%,3,3.00%,9.40%,72,71.30%,38.80%
2022-03,6120,California State Library,150,144,96.00%,90,60.00%,62.50%,50,33.30%,34.70%,140,93.30%,97.20%,4,2.70%,2.80%,10,6.70%,65.90%
2022-03,3125,California Tahoe Conservancy,45,45,100.00%,41,91.10%,91.10%,3,6.70%,6.70%,44,97.80%,97.80%,1,2.20%,2.20%,1,2.20%,92.90%
2022-03,2700,California Traffic Safety Program,31,31,100.00%,30,96.80%,96.80%,1,3.20%,3.20%,31,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,78.70%
2022-03,2600,California Transportation Commission,36,36,100.00%,32,88.90%,88.90%,3,8.30%,8.30%,35,97.20%,97.20%,1,2.80%,2.80%,1,2.80%,82.80%
2022-03,7870,California Victim Compensation Board,230,224,97.40%,211,91.70%,94.20%,12,5.20%,5.40%,223,97.00%,99.60%,1,0.40%,0.40%,7,3.00%,74.30%
2022-03,1045,Cannabis Control Appeals Panel,8,8,100.00%,6,75.00%,75.00%,2,25.00%,25.00%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2022-03,3862,Central Valley Flood Protection Board,46,46,100.00%,46,100.00%,100.00%,0,0.00%,0.00%,46,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,95.60%
2022-03,3850,Coachella Valley Mountains Conservancy,4,4,100.00%,2,50.00%,50.00%,2,50.00%,50.00%,4,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,46.20%
2022-03,8825,Commission on Asian and Pacific Islander American Affairs,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-03,8120,Commission on Peace Officer Standards and Training,130,130,100.00%,11,8.50%,8.50%,118,90.80%,90.80%,129,99.20%,99.20%,1,0.80%,0.80%,1,0.80%,40.60%
2022-03,6360,Commission on Teacher Credentialing,157,143,91.10%,135,86.00%,94.40%,8,5.10%,5.60%,143,91.10%,100.00%,0,0.00%,0.00%,14,8.90%,86.60%
2022-03,A424,Cradle-to-Career,6,6,100.00%,6,100.00%,100.00%,0,0.00%,0.00%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2022-03,3840,Delta Protection Commission,8,7,87.50%,5,62.50%,71.40%,1,12.50%,14.30%,6,75.00%,85.70%,1,12.50%,14.30%,2,25.00%,70.00%
2022-03,3885,Delta Stewardship Council,55,55,100.00%,54,98.20%,98.20%,1,1.80%,1.80%,55,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,87.00%
2022-03,4170,Department of Aging,189,188,99.50%,184,97.40%,97.90%,2,1.10%,1.10%,186,98.40%,98.90%,2,1.10%,1.10%,3,1.60%,96.60%
2022-03,2100,Department of Alcoholic Beverage Control,482,454,94.20%,290,60.20%,63.90%,124,25.70%,27.30%,414,85.90%,91.20%,40,8.30%,8.80%,68,14.10%,52.00%
2022-03,1115,Department of Cannabis Control,406,400,98.50%,314,77.30%,78.50%,73,18.00%,18.30%,387,95.30%,96.80%,13,3.20%,3.30%,19,4.70%,78.60%
2022-03,5175,Department of Child Support Services,587,587,100.00%,562,95.70%,95.70%,25,4.30%,4.30%,587,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,95.50%
2022-03,4700,Department of Community Services and Development,109,106,97.20%,106,97.20%,100.00%,0,0.00%,0.00%,106,97.20%,100.00%,0,0.00%,0.00%,3,2.80%,100.00%
2022-03,3480,Department of Conservation,623,623,100.00%,507,81.40%,81.40%,83,13.30%,13.30%,590,94.70%,94.70%,33,5.30%,5.30%,33,5.30%,77.50%
2022-03,1111,Department of Consumer Affairs,2992,2345,78.40%,1466,49.00%,62.50%,617,20.60%,26.30%,2083,69.60%,88.80%,262,8.80%,11.20%,909,30.40%,59.10%
2022-03,5225,Department of Corrections and Rehabilitation,41239,3236,7.80%,2431,5.90%,75.10%,805,2.00%,24.90%,3236,7.80%,100.00%,0,0.00%,0.00%,38003,92.20%,74.90%
2022-03,4300,Department of Developmental Services,2131,542,25.40%,521,24.40%,96.10%,18,0.80%,3.30%,539,25.30%,99.40%,3,0.10%,0.60%,1592,74.70%,91.80%
2022-03,8860,Department of Finance,379,378,99.70%,378,99.70%,100.00%,0,0.00%,0.00%,378,99.70%,100.00%,0,0.00%,0.00%,1,0.30%,86.70%
2022-03,1701,Department of Financial Protection and Innovation,695,687,98.80%,646,92.90%,94.00%,36,5.20%,5.20%,682,98.10%,99.30%,5,0.70%,0.70%,13,1.90%,93.30%
2022-03,3600,Department of Fish and Wildlife,3016,1922,63.70%,1410,46.80%,73.40%,128,4.20%,6.70%,1538,51.00%,80.00%,384,12.70%,20.00%,1478,49.00%,72.90%
2022-03,8570,Department of Food and Agriculture,812,570,70.20%,367,45.20%,64.40%,100,12.30%,17.50%,467,57.50%,81.90%,103,12.70%,18.10%,345,42.50%,62.40%
2022-03,3540,Department of Forestry and Fire Protection,6879,300,4.40%,222,3.20%,74.00%,72,1.00%,24.00%,294,4.30%,98.00%,6,0.10%,2.00%,6585,95.70%,70.10%
2022-03,7760,Department of General Services,3490,1953,56.00%,1401,40.10%,71.70%,157,4.50%,8.00%,1558,44.60%,79.80%,395,11.30%,20.20%,1932,55.40%,70.40%
2022-03,4140,Department of Health Care Access and Information,461,454,98.50%,258,56.00%,56.80%,122,26.50%,26.90%,380,82.40%,83.70%,74,16.10%,16.30%,81,17.60%,60.40%
2022-03,2240,Department of Housing and Community Development,936,928,99.10%,747,79.80%,80.50%,93,9.90%,10.00%,840,89.70%,90.50%,88,9.40%,9.50%,96,10.30%,79.40%
2022-03,7501,Department of Human Resources,299,287,96.00%,263,88.00%,91.60%,15,5.00%,5.20%,278,93.00%,96.90%,9,3.00%,3.10%,21,7.00%,81.30%
2022-03,820,Department of Justice,4095,3877,94.70%,2846,69.50%,73.40%,672,16.40%,17.30%,3518,85.90%,90.70%,359,8.80%,9.30%,577,14.10%,70.20%
2022-03,4150,Department of Managed Health Care,526,480,91.30%,480,91.30%,100.00%,0,0.00%,0.00%,480,91.30%,100.00%,0,0.00%,0.00%,46,8.70%,99.90%
2022-03,3790,Department of Parks and Recreation,5694,1112,19.50%,719,12.60%,64.70%,231,4.10%,20.80%,950,16.70%,85.40%,162,2.80%,14.60%,4744,83.30%,62.40%
2022-03,3930,Department of Pesticide Regulation,432,425,98.40%,398,92.10%,93.60%,23,5.30%,5.40%,421,97.50%,99.10%,4,0.90%,0.90%,11,2.50%,86.10%
2022-03,4265,Department of Public Health,3938,3938,100.00%,2784,70.70%,70.70%,28,0.70%,0.70%,2812,71.40%,71.40%,1126,28.60%,28.60%,1126,28.60%,69.00%
2022-03,2320,Department of Real Estate,344,331,96.20%,281,81.70%,84.90%,32,9.30%,9.70%,313,91.00%,94.60%,18,5.20%,5.40%,31,9.00%,64.40%
2022-03,5160,Department of Rehabilitation,1828,1672,91.50%,1115,61.00%,66.70%,456,24.90%,27.30%,1571,85.90%,94.00%,101,5.50%,6.00%,257,14.10%,58.70%
2022-03,3970,Department of Resources Recycling and Recovery,754,750,99.50%,708,93.90%,94.40%,32,4.20%,4.30%,740,98.10%,98.70%,10,1.30%,1.30%,14,1.90%,89.60%
2022-03,5180,Department of Social Services,5182,5151,99.40%,3394,65.50%,65.90%,1757,33.90%,34.10%,5151,99.40%,100.00%,0,0.00%,0.00%,31,0.60%,71.60%
