Report Month,Department,Avg Office Days/Week
2022-09,3810 - Santa Monica Mountains Conservancy,0
2022-09,3820 - San Francisco Bay Conservation and Development Commission,1.04
2022-09,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1.1
2022-09,3830 - San Joaquin River Conservancy,0.33
2022-09,3835 - Baldwin Hills Conservancy,1
2022-09,3840 - Delta Protection Commission,2.08
2022-09,3845 - San Diego River Conservancy,5
2022-09,3850 - Coachella Valley Mountains Conservancy,3.13
2022-09,3855 - Sierra Nevada Conservancy,0.95
2022-09,3860 - Department of Water Resources,2.93
2022-09,3862 - Central Valley Flood Protection Board,1.02
2022-09,3875 - Sacramento-San Joaquin Delta Conservancy,0.2
2022-09,3885 - Delta Stewardship Council,0.41
2022-09,3900 - State Air Resources Board,1.56
2022-09,3930 - Department of Pesticide Regulation,0.84
2022-09,3940 - State Water Resources Control Board,1
2022-09,3960 - Department of Toxic Substances Control,1.06
2022-09,3970 - Department of Resources Recycling and Recovery,0.45
2022-09,3980 - Office of Environmental Health Hazard Assessment,0.16
2022-09,4100 - State Council on Developmental Disabilities,1.37
2022-09,4140 - Department of Health Care Access and Information,1.82
2022-09,4150 - Department of Managed Health Care,0.04
2022-09,4170 - Department of Aging,0.25
2022-09,4250 - California Children and Families Commission,1.82
2022-09,4260 - State Department of Health Care Services,1.25
2022-09,4265 - Department of Public Health,1.79
2022-09,4300 - Department of Developmental Services,3.39
2022-09,4440 - Department of State Hospitals,4.63
2022-09,4560 - Mental Health Services Oversight and Accountability Commission,1.8
2022-09,4700 - Department of Community Services and Development,0.06
2022-09,4800 - California Health Benefit Exchange,0.28
2022-09,5160 - Department of Rehabilitation,2.17
2022-09,5175 - Department of Child Support Services,0.2
2022-09,5180 - Department of Social Services,0.84
2022-09,5225 - Department of Corrections and Rehabilitation,4.53
2022-09,5227 - Board of State and Community Corrections,1.29
2022-09,5420 - Prison Industry Authority,4.2
2022-09,6120 - California State Library,1.74
2022-09,6125 - Education Audit Appeals Panel,1.33
2022-09,6250 - California School for the Deaf - Riverside,4.7
2022-09,6360 - Commission on Teacher Credentialing,1.66
2022-09,6870 - Board of Governors of the California Community Colleges,0
2022-09,"6980 - Student Aid Commission, California",0.57
2022-09,7100 - Employment Development Department,0.62
2022-09,7120 - California Workforce Development Board,0
2022-09,7300 - Agricultural Labor Relations Board,1.92
2022-09,7320 - Public Employment Relations Board,2.01
2022-09,7350 - Department of Industrial Relations,3.37
2022-09,7501 - Department of Human Resources,1.34
2022-09,7502 - California Department of Technology,0.45
2022-09,7503 - State Personnel Board,0.44
2022-09,7504 - Office of Data and Innovation,0
2022-09,7600 - California Department of Tax and Fee Administration,0.46
2022-09,7730 - Franchise Tax Board,2.51
2022-09,7760 - Department of General Services,3.19
2022-09,7870 - California Victim Compensation Board,1.21
2022-09,7910 - Office of Administrative Law,2.07
2022-09,7920 - State Teachers' Retirement System,2.2
2022-09,8120 - Commission on Peace Officer Standards and Training,2.77
2022-09,8140 - State Public Defender,1.45
2022-09,8560 - California Exposition and State Fair,3.24
2022-09,8570 - Department of Food and Agriculture,2.29
2022-09,8620 - Fair Political Practices Commission,0.51
2022-09,8660 - Public Utilities Commission,0.55
2022-09,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0.5
2022-09,8825 - Commission on Asian and Pacific Islander American Affairs,0
2022-09,"8830 - Law Revision Commission, California",0
2022-09,8860 - Department of Finance,1.84
2022-09,8880 - Financial Information System for California,0.15
2022-09,"8885 - States Mandates, Commission on",0.8
2022-09,8940 - Military Department,4.15
2022-09,8955 - Department of Veterans Affairs,4.5
2022-09,A059 - California Correctional Health Care Services,4.38
2022-09,A314 - California Science Center,4.37
2022-09,A341 - California Earthquake Authority,0.26
2022-09,A424 - Cradle-to-Career,0.89
2022-09,A541 - Board of Forestry and Fire Protection,3.19
2022-10,0500 - Governor's Office,2.47
2022-10,0509 - Governor's Office of Business and Economic Development (GO-Biz),0.84
2022-10,0511 - Secretary for Government Operations Agency,1.13
2022-10,"0515 - Secretary for Business, Consumer Services, and Housing Agency",0.87
2022-10,0521 - Secretary for Transportation Agency,2.12
2022-10,0531 - Office of Systems Integration,0.14
2022-10,0540 - Secretary of the Natural Resources Agency,0.54
2022-10,0552 - Office of the Inspector General,0.49
2022-10,0555 - Secretary for Environmental Protection,1.77
2022-10,0559 - Secretary for Labor and Workforce Development Agency,2.55
2022-10,0650 - Office of Planning and Research,0.62
2022-10,0690 - Governor's Office of Emergency Services,2.68
2022-10,0820 - Department of Justice,1.54
2022-10,0840 - State Controller,1.48
2022-10,0845 - Department of Insurance,1.63
2022-10,0855 - California Gambling Control Commission,0.44
2022-10,0860 - State Board of Equalization,1.66
2022-10,0890 - Secretary of State,1.83
2022-10,0911 - Citizens Redistricting Commission,0
2022-10,1045 - Cannabis Control Appeals Panel,1.13
2022-10,1111 - Department of Consumer Affairs,2.39
2022-10,1115 - Department of Cannabis Control,1.89
2022-10,1700 - California Civil Rights Department,0.44
2022-10,1701 - Department of Financial Protection and Innovation,0.51
2022-10,1703 - California Privacy Protection Agency,0.15
2022-10,1750 - California Horse Racing Board,2.76
2022-10,2100 - Department of Alcoholic Beverage Control,2.6
2022-10,2120 - Alcoholic Beverage Control Appeals Board,0.92
2022-10,2240 - Department of Housing and Community Development,0.99
2022-10,2320 - Department of Real Estate,1.68
2022-10,2600 - California Transportation Commission,0.78
2022-10,2660 - Department of Transportation,2.89
2022-10,2665 - High-Speed Rail Authority,1.12
2022-10,2700 - California Traffic Safety Program,1.06
2022-10,2720 - California Highway Patrol,4.88
2022-10,2740 - Department of Motor Vehicles,4.33
2022-10,3100 - Exposition Park,3.92
2022-10,3105 - California African-American Museum,0
2022-10,3125 - California Tahoe Conservancy,1.7
2022-10,3340 - California Conservation Corps,3.73
2022-10,3355 - Office of Energy Infrastructure Safety,0.88
2022-10,3360 - Energy Resources Conservation and Development Commission,0.22
2022-10,3480 - Department of Conservation,0.95
2022-10,3540 - Department of Forestry and Fire Protection,4.79
2022-10,3560 - State Lands Commission,1.68
2022-10,3600 - Department of Fish and Wildlife,2.63
2022-10,3640 - Wildlife Conservation Board,1.2
2022-10,3720 - California Coastal Commission,1.21
2022-10,3760 - State Coastal Conservancy,0.4
2022-10,3780 - Native American Heritage Commission,0.38
2022-10,3790 - Department of Parks and Recreation,3.23
2022-10,3810 - Santa Monica Mountains Conservancy,0
2022-10,3820 - San Francisco Bay Conservation and Development Commission,1.04
2022-10,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1.1
2022-10,3830 - San Joaquin River Conservancy,0.33
2022-10,3835 - Baldwin Hills Conservancy,1
2022-10,3840 - Delta Protection Commission,2.08
2022-10,3845 - San Diego River Conservancy,5
2022-10,3850 - Coachella Valley Mountains Conservancy,3.13
2022-10,3855 - Sierra Nevada Conservancy,0.91
2022-10,3860 - Department of Water Resources,2.92
2022-10,3862 - Central Valley Flood Protection Board,1.02
2022-10,3875 - Sacramento-San Joaquin Delta Conservancy,0.92
2022-10,3885 - Delta Stewardship Council,0.41
2022-10,3930 - Department of Pesticide Regulation,0.84
2022-10,3940 - State Water Resources Control Board,1.04
2022-10,3960 - Department of Toxic Substances Control,1.08
2022-10,3970 - Department of Resources Recycling and Recovery,0.46
2022-10,3980 - Office of Environmental Health Hazard Assessment,0.16
2022-10,4100 - State Council on Developmental Disabilities,1.44
2022-10,4140 - Department of Health Care Access and Information,1.84
2022-10,4150 - Department of Managed Health Care,0.04
2022-10,4170 - Department of Aging,0.33
2022-10,4250 - California Children and Families Commission,1.82
2022-10,4260 - State Department of Health Care Services,1.13
2022-10,4265 - Department of Public Health,1.79
2022-10,4300 - Department of Developmental Services,3.39
2022-10,4440 - Department of State Hospitals,4.62
2022-10,4560 - Mental Health Services Oversight and Accountability Commission,1.8
2022-10,4700 - Department of Community Services and Development,0.06
2022-10,4800 - California Health Benefit Exchange,0.27
2022-10,5160 - Department of Rehabilitation,2.26
2022-10,5170 - State Independent Living Council,0
2022-10,5175 - Department of Child Support Services,0.2
2022-10,5180 - Department of Social Services,1.81
2022-10,5225 - Department of Corrections and Rehabilitation,4.62
2022-10,5227 - Board of State and Community Corrections,1.3
2022-10,5420 - Prison Industry Authority,4.21
2022-10,6120 - California State Library,1.68
2022-10,6125 - Education Audit Appeals Panel,1.33
2022-10,6240 - California School for the Deaf - Fremont,0
2022-10,6250 - California School for the Deaf - Riverside,4.7
2022-10,6360 - Commission on Teacher Credentialing,1.75
2022-10,6870 - Board of Governors of the California Community Colleges,0
2022-10,"6980 - Student Aid Commission, California",0.57
2022-10,7100 - Employment Development Department,0.62
2022-10,7120 - California Workforce Development Board,0
2022-10,7300 - Agricultural Labor Relations Board,2.06
2022-10,7320 - Public Employment Relations Board,2.01
2022-10,7350 - Department of Industrial Relations,3.37
2022-10,7501 - Department of Human Resources,0.91
2022-10,7502 - California Department of Technology,0.47
2022-10,7503 - State Personnel Board,0.5
2022-10,7504 - Office of Data and Innovation,0
2022-10,7600 - California Department of Tax and Fee Administration,0.46
2022-10,7730 - Franchise Tax Board,2.5
2022-10,7760 - Department of General Services,3.15
2022-10,7870 - California Victim Compensation Board,1.21
2022-10,7910 - Office of Administrative Law,2.07
2022-10,7920 - State Teachers' Retirement System,2.17
2022-10,8120 - Commission on Peace Officer Standards and Training,2.77
2022-10,8140 - State Public Defender,1.46
2022-10,8560 - California Exposition and State Fair,3.28
2022-10,8570 - Department of Food and Agriculture,2.39
2022-10,8620 - Fair Political Practices Commission,0.49
2022-10,8660 - Public Utilities Commission,0.57
2022-10,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0.5
2022-10,8825 - Commission on Asian and Pacific Islander American Affairs,0
2022-10,"8830 - Law Revision Commission, California",0
2022-10,8860 - Department of Finance,1.84
2022-10,8880 - Financial Information System for California,0.09
2022-10,"8885 - States Mandates, Commission on",1.35
2022-10,8940 - Military Department,4.13
2022-10,8955 - Department of Veterans Affairs,4.5
2022-10,A059 - California Correctional Health Care Services,4.38
2022-10,A279 - Unemployment Insurance Appeals Board,2.48
2022-10,A281 - Employment Training Panel,1.47
2022-10,A314 - California Science Center,4.38
2022-10,A341 - California Earthquake Authority,0.28
2022-10,A424 - Cradle-to-Career,1
2022-10,A541 - Board of Forestry and Fire Protection,3.19
2022-11,0500 - Governor's Office,2.48
2022-11,0509 - Governor's Office of Business and Economic Development (GO-Biz),0.61
2022-11,0511 - Secretary for Government Operations Agency,1.13
2022-11,"0515 - Secretary for Business, Consumer Services, and Housing Agency",0.93
2022-11,0521 - Secretary for Transportation Agency,2.12
2022-11,0531 - Office of Systems Integration,0.15
2022-11,0540 - Secretary of the Natural Resources Agency,0.65
2022-11,0552 - Office of the Inspector General,0.49
2022-11,0555 - Secretary for Environmental Protection,1.77
2022-11,0559 - Secretary for Labor and Workforce Development Agency,2.46
2022-11,0690 - Governor's Office of Emergency Services,1.84
2022-11,0820 - Department of Justice,1.55
2022-11,0840 - State Controller,1.46
2022-11,0845 - Department of Insurance,1.59
2022-11,0855 - California Gambling Control Commission,0.44
2022-11,0860 - State Board of Equalization,1.66
2022-11,0890 - Secretary of State,1.8
2022-11,0911 - Citizens Redistricting Commission,0.63
2022-11,1045 - Cannabis Control Appeals Panel,1.13
2022-11,1111 - Department of Consumer Affairs,2.39
2022-11,1115 - Department of Cannabis Control,1.91
2022-11,1700 - California Civil Rights Department,0.44
2022-11,1701 - Department of Financial Protection and Innovation,0.52
2022-11,1703 - California Privacy Protection Agency,0
2022-11,1750 - California Horse Racing Board,2.76
2022-11,2100 - Department of Alcoholic Beverage Control,2.76
2022-11,2120 - Alcoholic Beverage Control Appeals Board,0.92
2022-11,2240 - Department of Housing and Community Development,0.97
2022-11,2320 - Department of Real Estate,1.68
